Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value
eddb2d28,Harini Master,39,Female,Tamil Nadu,Chennai,885960,Middle Income,Postgraduate,Business Owner,Single,4,40,2024-09-24,410,183270,187,11,Healthcare,15,118,77635.22
60d8e9df,Viraj Suresh,54,Female,West Bengal,Howrah,925681,Middle Income,Diploma,Government Employee,Divorced,8,90,2024-10-01,127,100457,117,39,Luxury Goods,73,79,38929.82
d28063bb,Naveen Kara,20,Male,West Bengal,Siliguri,2353753,High Income,Undergraduate,Business Owner,Divorced,4,42,2024-06-26,443,93473,148,45,Education,56,57,27140.98
ac86f60a,Idika Date,40,Female,West Bengal,Durgapur,901287,Middle Income,Postgraduate,Business Owner,Single,8,61,2024-02-21,402,165222,274,15,Food & Beverages,55,7,54584.42
735e6441,Nilima Raman,48,Male,Karnataka,Bengaluru,182113,Low Income,Undergraduate,Government Employee,Married,8,51,2024-04-25,397,351345,344,31,Entertainment,84,52,104841.15
660c45c2,Aditya Grover,63,Male,Delhi NCR,New Delhi,2224338,High Income,Postgraduate,Homemaker,Divorced,1,7,2023-11-29,489,160881,86,31,Travel,110,6,21192.35
2039cd4b,Dalaja Chaudhuri,55,Male,Rajasthan,Kota,281696,Low Income,Diploma,Student,Married,6,99,2024-11-09,457,418612,38,32,Education,58,31,202138.13
4b9e9673,Aarini Menon,37,Female,Gujarat,Rajkot,399207,Middle Income,Undergraduate,Student,Married,8,19,2024-06-10,93,34782,214,22,Technology,84,52,16295.55
adeb7eea,Jagat Kar,68,Female,Karnataka,Hubli-Dharwad,141165,Low Income,Others,Homemaker,Married,6,40,2024-09-24,119,79135,234,5,Entertainment,38,38,18552.63
e0dfb760,Geetika Gala,34,Female,Punjab,Patiala,3570643,High Income,Diploma,Student,Divorced,4,89,2024-09-24,168,85344,70,42,Luxury Goods,6,54,28381.88
ef5b4012,Aarush Ganesh,36,Other,Delhi NCR,New Delhi,1160930,Middle Income,Postgraduate,Government Employee,Married,5,27,2023-12-12,159,44202,132,39,Groceries,16,99,10637.99
80b551e2,Damini Basak,55,Female,Rajasthan,Udaipur,1052348,Middle Income,Diploma,Homemaker,Married,4,8,2024-04-25,273,229320,164,40,Technology,49,67,90225.52
d839155c,Thomas Wali,67,Male,Kerala,Thiruvananthapuram,270978,Low Income,Others,Government Employee,Married,2,68,2024-06-16,460,151800,324,38,Education,76,69,70305.03
33e5c105,Warjas Srinivasan,29,Other,Karnataka,Mangaluru,209919,Low Income,Postgraduate,Government Employee,Divorced,6,5,2024-03-14,261,177219,137,29,Entertainment,73,27,88190.15
e1dd98e7,Baljiwan Prabhakar,69,Other,Kerala,Kozhikode,150920,Low Income,Others,Government Employee,Married,5,21,2024-04-18,107,52002,310,6,Education,62,48,8396.6
a6ba2669,Yasti Sandhu,25,Other,Delhi NCR,Gurugram,967053,Middle Income,Others,IT Professional,Single,1,76,2024-03-24,160,110240,349,43,Entertainment,93,94,45941.61
7fd035bc,Riya Sarma,70,Other,Gujarat,Ahmedabad,4169714,High Income,Others,Business Owner,Married,3,1,2024-10-30,203,87493,19,48,Travel,102,55,37598.06
6dabad8c,Ikshita Khalsa,67,Male,Tamil Nadu,Trichy,604367,Middle Income,Others,IT Professional,Single,2,17,2024-09-03,352,67584,247,4,Technology,111,72,31793.03
e4979a43,Vamakshi Raghavan,58,Other,Kerala,Kochi,346460,Middle Income,Postgraduate,IT Professional,Married,5,17,2024-04-21,124,72044,165,42,Clothing,23,85,9846.68
a1a9ec11,Odika Chaudry,62,Male,Uttar Pradesh,Agra,3888761,High Income,Others,Business Owner,Single,8,49,2024-04-09,365,90520,69,22,Technology,23,68,41854.99
cc3b3a76,Falak Date,49,Other,Kerala,Kozhikode,3849033,High Income,Diploma,Government Employee,Divorced,5,7,2024-01-06,17,5916,65,33,Travel,93,9,1787.98
f30ffc25,Siddharth Varughese,39,Other,Uttar Pradesh,Lucknow,280558,Low Income,Diploma,Business Owner,Divorced,3,89,2024-10-06,415,211650,320,37,Entertainment,90,67,29602.7
07f4b7eb,Xavier Narain,24,Female,Karnataka,Hubli-Dharwad,3783970,High Income,Others,Government Employee,Single,7,37,2024-05-02,45,37890,305,2,Clothing,1,34,11262.63
2d825550,Nathan Buch,37,Female,Kerala,Thrissur,533812,Middle Income,Diploma,Homemaker,Married,8,59,2024-04-28,244,193980,51,50,Groceries,4,29,49278.94
7584de60,Laksh Suresh,35,Male,Rajasthan,Kota,892250,Middle Income,Diploma,Student,Single,3,12,2024-07-21,36,22284,71,33,Groceries,12,72,10258.67
1850e832,Simon Kalita,32,Other,Rajasthan,Kota,515150,Middle Income,Others,Business Owner,Single,3,43,2024-07-25,453,258663,55,29,Education,48,50,28317.44
3f282b61,Kashish Pandit,46,Male,Rajasthan,Udaipur,1647950,High Income,Diploma,Business Owner,Divorced,3,10,2024-01-22,163,116545,28,26,Education,0,62,43851.33
921d4a5c,Yadavi Nazareth,35,Female,Karnataka,Mangaluru,176446,Low Income,Undergraduate,Business Owner,Single,1,30,2024-04-21,57,15390,211,27,Food & Beverages,103,120,3668.16
bf279220,Nakul Agrawal,34,Female,Kerala,Thrissur,614519,Middle Income,Diploma,IT Professional,Divorced,3,12,2024-07-11,293,193673,138,20,Entertainment,69,113,55601.49
d1bcc03f,Chakradhar Purohit,31,Female,Karnataka,Bengaluru,241198,Low Income,Others,Government Employee,Married,5,100,2024-11-17,246,175152,310,14,Education,68,87,33208.72
1491926f,Bakhshi Mahajan,67,Other,Gujarat,Surat,501771,Middle Income,Undergraduate,Student,Married,2,15,2024-01-17,243,54189,313,48,Entertainment,100,44,21628.94
9b1783c3,Lopa Bhatt,20,Male,Tamil Nadu,Chennai,209652,Low Income,Undergraduate,Government Employee,Divorced,3,83,2024-01-02,433,204809,265,43,Entertainment,66,63,48077.71
713f8363,Upma Nagy,49,Female,Tamil Nadu,Coimbatore,1738731,High Income,Others,Student,Single,1,85,2024-09-25,463,267151,349,40,Education,91,83,52731.94
0fcf2814,Chanakya Sur,22,Female,Uttar Pradesh,Varanasi,639098,Middle Income,Undergraduate,IT Professional,Married,6,92,2024-03-15,269,188031,288,38,Education,85,55,41229.24
7e18c2b6,Siddharth Deo,61,Male,Rajasthan,Jodhpur,4538249,High Income,Diploma,IT Professional,Divorced,4,35,2024-01-11,353,282753,45,27,Groceries,57,46,51575.03
937c08e4,Varenya Tak,45,Male,Gujarat,Ahmedabad,1138022,Middle Income,Others,Homemaker,Single,3,6,2024-08-03,282,83190,154,32,Entertainment,62,0,22058.46
ec75444f,Ekapad Kulkarni,24,Other,Kerala,Kochi,202965,Low Income,Postgraduate,IT Professional,Single,1,51,2024-09-17,262,37466,304,28,Clothing,74,55,8133.35
5c227159,Riya Chaudry,39,Female,Delhi NCR,New Delhi,293198,Low Income,Postgraduate,Government Employee,Divorced,5,50,2024-05-06,426,133338,287,41,Travel,87,68,57879.78
675d63b0,Wriddhish Sastry,36,Other,Maharashtra,Pune,3994426,High Income,Others,Government Employee,Single,1,3,2024-05-07,443,422622,31,13,Groceries,18,85,165944.35
da14dfe6,Dakshesh Hegde,23,Other,Delhi NCR,Ghaziabad,1084457,Middle Income,Postgraduate,Homemaker,Single,3,84,2024-09-23,354,225852,38,33,Healthcare,100,22,79866.79
993f6cfe,Falan Sathe,54,Female,Maharashtra,Nashik,943338,Middle Income,Postgraduate,Student,Married,6,48,2023-12-12,301,142674,333,42,Entertainment,119,75,31927.77
c214cb7f,Nikita Tiwari,22,Female,Punjab,Ludhiana,3894509,High Income,Postgraduate,Business Owner,Married,2,86,2024-08-20,238,58310,181,32,Education,67,6,21168.8
3d376c33,Chaitanya Bhardwaj,40,Male,Tamil Nadu,Coimbatore,3597369,High Income,Others,IT Professional,Divorced,3,71,2023-11-28,184,58512,364,45,Food & Beverages,65,48,28413.73
f90435ff,Turvi Patil,53,Male,Gujarat,Ahmedabad,637212,Middle Income,Diploma,Homemaker,Single,2,3,2023-12-14,353,181442,175,47,Food & Beverages,36,119,68764.66
e9dfbc9f,Yashawini Kohli,36,Female,Kerala,Thrissur,453708,Middle Income,Others,IT Professional,Married,4,74,2024-08-26,178,146672,259,17,Technology,92,88,16630.4
a810e997,Lohit Ghose,45,Female,Maharashtra,Nagpur,801611,Middle Income,Undergraduate,Business Owner,Divorced,6,23,2024-03-18,497,343924,14,14,Food & Beverages,39,105,97468.26
95036b6a,Hema Kapoor,70,Other,Uttar Pradesh,Varanasi,196937,Low Income,Undergraduate,Homemaker,Single,5,35,2024-05-01,366,308538,59,41,Clothing,19,69,139278.98
f00b01b3,Neel Sangha,46,Other,Rajasthan,Udaipur,950963,Middle Income,Diploma,Business Owner,Divorced,6,53,2024-11-06,93,48546,305,16,Food & Beverages,113,56,8101.9
cfe6715f,Falak Zacharia,40,Other,Uttar Pradesh,Kanpur,160762,Low Income,Postgraduate,Homemaker,Divorced,1,9,2024-08-05,82,34768,9,27,Technology,61,40,16333.3
a3bc050e,Caleb Kade,19,Other,Karnataka,Mangaluru,423000,Middle Income,Postgraduate,Business Owner,Divorced,1,72,2024-05-11,153,95778,152,3,Travel,70,46,29801.47
9fda0c6d,Edhitha Radhakrishnan,64,Other,Tamil Nadu,Trichy,122478,Low Income,Others,Student,Single,6,85,2024-02-18,447,429567,62,33,Luxury Goods,17,100,62749.05
4f8f0304,Dev Anand,26,Female,Rajasthan,Jaipur,2887307,High Income,Postgraduate,Homemaker,Single,4,21,2024-05-19,403,158782,257,25,Education,114,67,54247.28
121af47e,Utkarsh Raja,55,Female,Uttar Pradesh,Varanasi,226434,Low Income,Diploma,Homemaker,Single,3,39,2023-12-17,149,24883,114,8,Food & Beverages,91,32,4971.42
ffd9bd32,Viraj Krish,41,Male,Rajasthan,Jaipur,747454,Middle Income,Postgraduate,Homemaker,Single,1,84,2024-01-31,469,168371,180,2,Luxury Goods,37,72,23313.43
78f96c2f,Yatin Morar,70,Male,Gujarat,Ahmedabad,515012,Middle Income,Diploma,Student,Married,3,38,2024-02-12,189,29673,290,35,Travel,1,51,6137.72
7ba1375b,Anmol Sidhu,52,Other,Uttar Pradesh,Kanpur,1680638,High Income,Others,IT Professional,Single,8,31,2024-08-10,59,36108,361,27,Food & Beverages,101,26,15489.95
faaf9ed3,Zayan Kara,57,Female,Delhi NCR,Noida,4306707,High Income,Diploma,Student,Married,2,65,2024-10-27,162,154710,92,35,Groceries,105,32,16760.61
d8ec6723,Jagdish Korpal,64,Female,Delhi NCR,Gurugram,518861,Middle Income,Postgraduate,IT Professional,Divorced,5,36,2024-08-14,84,45444,272,13,Groceries,51,10,21959.09
93e410bc,Warinder Agarwal,40,Other,Kerala,Kochi,136763,Low Income,Undergraduate,Homemaker,Single,7,44,2024-09-11,340,201620,195,42,Education,45,28,40404.41
a4b52c3f,Warjas Khalsa,33,Female,Uttar Pradesh,Varanasi,766270,Middle Income,Undergraduate,Student,Married,7,7,2023-11-23,283,41035,10,11,Clothing,42,14,7115.81
81d076a6,Tara Ratta,49,Other,Maharashtra,Nashik,1804475,High Income,Undergraduate,Student,Married,1,28,2024-02-21,481,277537,355,46,Healthcare,105,96,60123.53
89bd200e,Vasatika Krishnan,31,Male,Delhi NCR,Ghaziabad,217376,Low Income,Diploma,IT Professional,Divorced,4,4,2024-04-19,300,222000,237,25,Food & Beverages,58,117,26008.86
8f613d19,Krisha Panchal,54,Other,Karnataka,Bengaluru,3505654,High Income,Others,Business Owner,Married,5,35,2024-07-14,329,274386,192,32,Clothing,118,114,122158.64
3ee0bed0,Oni Som,26,Male,Karnataka,Bengaluru,235758,Low Income,Undergraduate,Government Employee,Divorced,8,57,2024-06-25,313,191243,27,38,Education,28,35,23647.75
2aec1ab4,Falguni Mukherjee,64,Other,Punjab,Chandigarh,592671,Middle Income,Diploma,Government Employee,Divorced,4,62,2024-03-28,415,127405,271,21,Clothing,69,114,63399.26
6fe505d9,Imaran Jayaraman,40,Male,West Bengal,Kolkata,217929,Low Income,Undergraduate,Government Employee,Divorced,3,94,2024-04-27,241,45549,86,8,Entertainment,40,70,14528.75
dd52dc0e,Janya Manda,29,Male,Kerala,Kochi,737869,Middle Income,Undergraduate,Homemaker,Single,1,77,2024-07-04,350,294000,113,44,Clothing,62,21,31569.07
7e10590d,Max Bhavsar,31,Male,Uttar Pradesh,Agra,634322,Middle Income,Undergraduate,IT Professional,Divorced,2,90,2024-03-10,318,317046,331,39,Luxury Goods,35,47,84839.25
9f48dc87,Naksh Mistry,50,Male,Maharashtra,Pune,3807281,High Income,Others,Student,Divorced,8,40,2024-07-26,169,64558,164,29,Travel,44,106,11736.94
a5d12b75,Netra Venkataraman,57,Female,Maharashtra,Pune,4222990,High Income,Others,Business Owner,Single,4,40,2024-02-13,349,178688,140,12,Technology,105,38,78251.25
176371c6,Ekbal Narula,46,Male,Delhi NCR,New Delhi,271561,Low Income,Diploma,Government Employee,Single,6,78,2023-11-29,414,345276,141,39,Education,65,1,64266.58
dcff1241,Yasti Bahri,37,Other,Delhi NCR,Gurugram,721881,Middle Income,Diploma,Homemaker,Married,1,85,2024-11-04,290,198940,124,13,Clothing,15,1,21661.12
f08bb3d6,Kavya Nagarajan,37,Male,Tamil Nadu,Madurai,156345,Low Income,Undergraduate,Government Employee,Divorced,5,26,2024-01-27,298,92976,126,4,Education,105,22,34224.82
30f52b74,Arin Sule,27,Male,Maharashtra,Mumbai,214972,Low Income,Postgraduate,IT Professional,Divorced,3,95,2024-01-23,274,134260,364,33,Education,39,74,52013.37
dfc15738,Nisha Subramaniam,38,Other,Punjab,Ludhiana,4696214,High Income,Others,Business Owner,Single,4,41,2024-03-05,137,116450,242,6,Technology,51,85,25803.34
efcfd3db,Pavani Modi,36,Male,Gujarat,Ahmedabad,205292,Low Income,Postgraduate,IT Professional,Single,3,10,2024-03-31,325,239525,158,36,Clothing,85,85,89932.91
fe18bc6a,Eshana Bahri,20,Other,Karnataka,Mangaluru,199784,Low Income,Others,Government Employee,Married,8,32,2024-11-10,369,343908,130,11,Entertainment,113,60,117160.76
78f87959,Vanya Mahajan,64,Other,Delhi NCR,Noida,122177,Low Income,Undergraduate,Government Employee,Single,6,92,2024-11-01,427,427000,95,36,Groceries,103,20,45967.65
9539e992,Aadhya Sathe,19,Female,Maharashtra,Pune,634096,Middle Income,Postgraduate,Homemaker,Single,2,92,2024-02-06,341,107415,319,30,Technology,61,59,51545.98
7b3ff008,Yadavi Ghose,28,Other,Tamil Nadu,Madurai,200635,Low Income,Others,IT Professional,Married,5,22,2024-05-04,2,1436,352,36,Luxury Goods,86,2,513.75
bd8a5721,Vansha Jhaveri,44,Female,Maharashtra,Mumbai,4982619,High Income,Undergraduate,IT Professional,Single,2,52,2024-02-22,87,79953,240,33,Electronics,34,108,24550.68
646d9544,Jai Bhatnagar,32,Female,Rajasthan,Jaipur,1887423,High Income,Diploma,Student,Single,3,98,2024-11-01,290,116870,274,26,Food & Beverages,81,45,29488.94
43139096,Frado Rout,63,Male,Gujarat,Ahmedabad,1909385,High Income,Postgraduate,Homemaker,Single,6,46,2024-09-18,130,70200,41,17,Food & Beverages,101,28,9111.89
756a8cc2,Vedhika Sule,55,Other,Kerala,Kozhikode,3534222,High Income,Diploma,IT Professional,Divorced,5,21,2024-09-29,423,317673,99,32,Luxury Goods,78,36,121872.04
55e48e91,Vanya Kumar,69,Female,Maharashtra,Nashik,1136842,Middle Income,Diploma,Student,Divorced,5,42,2024-10-19,147,84966,243,47,Electronics,53,36,24763.7
5a3fc337,Oviya Grover,49,Female,Delhi NCR,Noida,3687667,High Income,Postgraduate,Student,Married,1,59,2024-08-13,261,191052,175,14,Healthcare,97,115,90193.53
d150847b,Logan Parsa,22,Male,Karnataka,Mangaluru,622692,Middle Income,Undergraduate,Student,Divorced,1,57,2024-09-11,247,75335,50,26,Food & Beverages,61,65,9751.03
3d719568,Avi Sawhney,59,Other,Tamil Nadu,Chennai,295411,Low Income,Diploma,IT Professional,Married,1,77,2024-04-28,315,191520,289,4,Healthcare,68,94,59636.49
495e8a69,Jagdish Khatri,62,Other,Delhi NCR,New Delhi,238717,Low Income,Diploma,Business Owner,Married,3,19,2023-12-06,114,40128,223,13,Education,107,7,4602.18
47a14890,Tanish Yohannan,70,Male,Punjab,Patiala,199356,Low Income,Others,IT Professional,Married,6,69,2024-05-31,193,136065,79,22,Luxury Goods,21,114,15696.3
2712c474,Advika Dhingra,70,Other,Delhi NCR,Noida,3546037,High Income,Others,IT Professional,Divorced,3,98,2024-08-03,191,182214,262,17,Clothing,74,112,59256.03
bbf6d183,Baljiwan Mistry,20,Other,Punjab,Patiala,855549,Middle Income,Undergraduate,IT Professional,Divorced,4,93,2023-11-22,453,206115,124,10,Entertainment,4,65,63280.87
4858777a,Shravya Mital,26,Male,Tamil Nadu,Trichy,877888,Middle Income,Postgraduate,Homemaker,Married,6,98,2024-04-19,277,221323,272,26,Electronics,112,50,32936.74
a5f0696e,Harish Pandya,25,Female,Tamil Nadu,Trichy,2950066,High Income,Undergraduate,Homemaker,Married,4,42,2023-12-01,267,245106,89,11,Electronics,17,79,39662.6
d323a4d9,Meghana Bali,54,Other,Karnataka,Bengaluru,179679,Low Income,Diploma,IT Professional,Single,5,8,2023-11-23,99,51777,118,10,Groceries,46,23,23722.87
ce6627b2,Bachittar Khalsa,40,Male,Gujarat,Vadodara,3160087,High Income,Others,Government Employee,Divorced,5,24,2023-12-14,292,252288,332,20,Groceries,37,12,70362.03
209d0d35,Kamala Loke,49,Male,Tamil Nadu,Madurai,146229,Low Income,Postgraduate,Homemaker,Single,4,77,2024-04-07,292,144832,131,9,Healthcare,46,25,44609.02
314afceb,Ladli Borde,52,Male,Tamil Nadu,Madurai,885613,Middle Income,Diploma,IT Professional,Single,5,33,2024-09-09,265,120045,72,22,Entertainment,39,106,22355.44
fdff16d2,Tejas Buch,49,Male,Delhi NCR,Ghaziabad,128652,Low Income,Others,Homemaker,Divorced,2,81,2024-05-11,370,65860,96,27,Healthcare,11,80,31590.68
fe22c496,Kala Salvi,62,Male,Delhi NCR,Noida,234739,Low Income,Postgraduate,Student,Married,4,11,2024-09-22,120,60480,118,50,Clothing,50,97,26168.51
6ae77ec8,Udant Sant,60,Female,Gujarat,Ahmedabad,4244299,High Income,Diploma,Business Owner,Married,1,77,2024-04-17,99,56529,303,25,Food & Beverages,86,114,22548.49
d87457a1,Urvi Sehgal,56,Female,Tamil Nadu,Chennai,2104501,High Income,Others,Government Employee,Married,2,80,2024-09-10,245,239120,160,13,Luxury Goods,21,103,59684.72
2d9a22d0,Isha Doshi,58,Male,Kerala,Thrissur,199421,Low Income,Diploma,Business Owner,Married,1,77,2023-11-29,215,159960,186,9,Technology,11,31,65791.54
145e6eb0,Bachittar Wagle,67,Other,Karnataka,Mysuru,281077,Low Income,Undergraduate,IT Professional,Divorced,8,46,2023-12-04,397,278694,138,23,Food & Beverages,105,57,74463.17
828236e4,Hamsini Mangal,59,Other,Karnataka,Mysuru,908113,Middle Income,Undergraduate,Government Employee,Divorced,4,33,2024-07-02,390,248040,328,5,Food & Beverages,110,17,41961.15
e3f620c4,Oni Golla,69,Other,Uttar Pradesh,Kanpur,201530,Low Income,Postgraduate,Student,Divorced,5,43,2024-01-30,239,64530,38,10,Healthcare,104,7,28385.27
d4e9e924,Manan Parekh,50,Other,Rajasthan,Kota,139609,Low Income,Diploma,Homemaker,Divorced,8,90,2024-02-29,342,299934,3,4,Luxury Goods,81,27,122775.73
45fab879,Aadi Bhattacharyya,44,Other,Delhi NCR,Ghaziabad,261444,Low Income,Others,Government Employee,Divorced,3,93,2024-08-02,64,41664,334,35,Travel,33,80,10745.98
dd5e50dc,Madhavi Amble,25,Male,Gujarat,Surat,381823,Middle Income,Others,Student,Divorced,5,84,2024-05-18,333,330669,144,7,Luxury Goods,41,36,52835.54
99edfa18,Falan Gade,24,Male,Uttar Pradesh,Varanasi,154198,Low Income,Undergraduate,Homemaker,Single,8,51,2023-12-07,213,172530,32,9,Healthcare,83,83,36720.69
fac1c737,Yashasvi Hayre,39,Other,Maharashtra,Pune,4182911,High Income,Diploma,IT Professional,Married,1,80,2023-12-11,320,197760,195,47,Entertainment,84,109,26755.36
58d889a1,Upasna Chahal,70,Male,Maharashtra,Pune,447258,Middle Income,Postgraduate,Government Employee,Single,8,65,2024-05-05,495,429165,128,47,Education,59,37,172750.89
d692b19c,Alexander Bansal,45,Other,Gujarat,Surat,286378,Low Income,Others,Homemaker,Married,4,36,2023-11-22,103,36977,237,16,Education,96,10,9757.56
8a8897d6,Faqid Chad,28,Male,Maharashtra,Pune,3186880,High Income,Diploma,Government Employee,Single,6,64,2024-01-19,210,192990,6,49,Food & Beverages,33,112,91254.09
00ca09a7,Aadhya Konda,35,Female,West Bengal,Siliguri,942457,Middle Income,Others,IT Professional,Married,4,33,2024-03-19,343,278173,265,43,Education,27,116,93064.55
0fb3c216,Jack Chaudhary,58,Other,Kerala,Kochi,1242331,High Income,Diploma,Student,Divorced,2,30,2024-01-24,206,26780,133,47,Healthcare,65,99,3806.4
700bd8e9,Matthew Kala,23,Female,Punjab,Ludhiana,715211,Middle Income,Diploma,Business Owner,Divorced,6,31,2024-08-22,445,420970,35,20,Entertainment,98,71,169817.19
ebbcacc8,Bishakha Khatri,35,Female,Gujarat,Ahmedabad,211113,Low Income,Diploma,Homemaker,Married,4,35,2024-03-27,289,219351,299,44,Food & Beverages,9,65,104676.22
4b620245,Pooja Vala,40,Other,Gujarat,Ahmedabad,261483,Low Income,Undergraduate,IT Professional,Single,5,96,2024-04-30,2,976,110,40,Travel,3,105,219.32
c5a80b69,Theodore Bajaj,65,Male,Maharashtra,Nagpur,144813,Low Income,Diploma,Homemaker,Single,4,99,2024-10-25,376,270720,317,3,Technology,96,4,44735.3
ac838a26,Oeshi Shankar,70,Other,Karnataka,Mangaluru,875647,Middle Income,Undergraduate,Homemaker,Married,4,64,2024-08-25,207,147798,269,21,Food & Beverages,69,27,56811.83
09621a18,Bhanumati Deep,23,Female,Karnataka,Hubli-Dharwad,1673390,High Income,Postgraduate,Student,Married,4,9,2024-08-04,492,492000,37,38,Electronics,1,13,74131.17
43f68752,Sudiksha Lata,20,Male,Delhi NCR,Gurugram,199341,Low Income,Others,Government Employee,Single,2,77,2024-09-09,267,203721,103,35,Entertainment,103,42,76312.33
d8e34582,Sneha Mallick,41,Other,Tamil Nadu,Madurai,147513,Low Income,Others,Student,Divorced,6,73,2024-03-02,328,144648,46,9,Entertainment,56,77,15834.45
e41718c6,Yadavi Subramanian,61,Female,Delhi NCR,Noida,161068,Low Income,Diploma,Government Employee,Single,7,13,2023-11-28,418,70224,124,17,Food & Beverages,85,120,12598.17
0e0fb2e8,Yatan Wable,62,Male,Delhi NCR,New Delhi,280240,Low Income,Others,Business Owner,Single,5,81,2024-07-04,97,51992,313,6,Electronics,34,67,23026.57
5073fe7a,Anvi Chawla,33,Male,Uttar Pradesh,Agra,4416721,High Income,Others,Homemaker,Single,8,80,2024-01-27,169,58981,202,31,Technology,19,82,13494.15
681fbad9,Chaman Bassi,36,Female,Maharashtra,Nashik,748608,Middle Income,Diploma,Student,Married,3,22,2024-09-16,188,77644,223,8,Healthcare,71,115,15951.02
dee26ee5,Wyatt Varma,24,Female,Maharashtra,Pune,1052316,Middle Income,Undergraduate,Government Employee,Married,2,21,2024-03-16,245,45325,94,1,Technology,100,24,22248.27
cabdc056,Ojasvi Madan,66,Male,Rajasthan,Jodhpur,242104,Low Income,Postgraduate,Homemaker,Divorced,2,66,2024-08-23,2,1724,244,39,Food & Beverages,108,87,610.07
fa37706d,Jagat Sant,40,Male,Rajasthan,Jaipur,136719,Low Income,Undergraduate,IT Professional,Married,4,96,2024-10-26,146,140306,53,37,Electronics,48,27,67685.85
c40de92b,Azaan Kari,45,Female,Rajasthan,Udaipur,172016,Low Income,Others,Business Owner,Divorced,5,77,2024-03-07,309,274392,30,38,Entertainment,109,94,72688.48
5b28f159,Yashoda Walia,59,Male,Punjab,Ludhiana,305834,Middle Income,Undergraduate,Homemaker,Single,2,15,2024-04-21,362,244712,281,20,Luxury Goods,44,84,116759.87
4f418d64,Vrishti Chander,25,Male,Tamil Nadu,Chennai,593288,Middle Income,Postgraduate,IT Professional,Divorced,2,61,2024-05-21,417,215172,232,38,Healthcare,42,17,92353.73
69fbdca6,Wakeeta Bajaj,45,Male,Delhi NCR,Ghaziabad,280925,Low Income,Undergraduate,Student,Divorced,3,68,2023-12-04,86,33024,28,5,Food & Beverages,23,115,16169.96
d4430d57,Aadhya Parmar,31,Male,Kerala,Thiruvananthapuram,230838,Low Income,Postgraduate,Government Employee,Divorced,2,63,2024-07-08,218,145406,57,9,Travel,100,106,44482.74
ea757b11,Farhan Varty,31,Female,Uttar Pradesh,Varanasi,206611,Low Income,Postgraduate,Student,Divorced,8,32,2023-12-25,231,146685,141,3,Technology,46,76,38149.35
e28cc854,Gayathri Dash,52,Male,Rajasthan,Jodhpur,906685,Middle Income,Diploma,Business Owner,Married,8,22,2024-01-10,21,20034,264,48,Technology,33,11,3531.37
3a909a40,Krish Rastogi,25,Other,Uttar Pradesh,Varanasi,2716132,High Income,Postgraduate,Government Employee,Divorced,6,18,2024-04-17,41,38376,153,22,Healthcare,12,88,16356.59
8aadb21d,Hredhaan Sheth,45,Female,Uttar Pradesh,Lucknow,3578896,High Income,Others,Homemaker,Single,2,80,2024-01-26,340,165240,33,17,Healthcare,35,66,23704.76
8dedf202,Ranbir Maharaj,57,Other,Maharashtra,Nagpur,1536086,High Income,Postgraduate,Student,Married,5,16,2023-12-30,262,156938,325,49,Clothing,109,6,31903.82
39a6b93c,Ekansh Mital,51,Other,Rajasthan,Jodhpur,469447,Middle Income,Diploma,Student,Divorced,1,81,2024-05-16,243,143370,16,28,Technology,94,14,53120.3
0bbc2858,Faraj Sahni,65,Female,Kerala,Thiruvananthapuram,293331,Low Income,Postgraduate,IT Professional,Married,6,21,2024-07-12,404,300576,27,13,Groceries,12,115,49316.21
ce95be24,Neelima Parmer,37,Other,Karnataka,Bengaluru,263913,Low Income,Postgraduate,Student,Single,5,45,2024-09-12,277,129359,69,21,Food & Beverages,26,52,37250.46
fbb08069,Saumya Modi,42,Male,Kerala,Kochi,262827,Low Income,Diploma,IT Professional,Single,1,91,2023-11-24,20,16240,351,28,Technology,72,27,7278.81
e2bd6d4c,Theodore Issac,30,Female,Maharashtra,Nashik,238196,Low Income,Undergraduate,Student,Married,1,62,2023-11-23,279,130014,24,4,Technology,55,1,37331.3
c72fdca5,Urishilla Virk,58,Male,Tamil Nadu,Chennai,732903,Middle Income,Diploma,Student,Divorced,5,58,2024-06-09,347,194320,11,37,Groceries,74,120,45453.79
22235aed,Anthony Chanda,53,Male,West Bengal,Howrah,917575,Middle Income,Postgraduate,Homemaker,Divorced,4,5,2024-07-04,152,60344,180,13,Technology,60,37,16411.4
b697fcae,Ekapad Prashad,42,Female,Rajasthan,Udaipur,202358,Low Income,Others,Student,Single,8,82,2024-11-02,51,19686,127,40,Luxury Goods,64,18,3463.04
cb6d3ffe,Azad Jhaveri,23,Female,Uttar Pradesh,Kanpur,2759644,High Income,Diploma,IT Professional,Single,4,92,2024-04-26,200,127200,209,23,Travel,64,65,50727.15
41d4fe2b,Yagnesh Modi,69,Other,West Bengal,Howrah,160131,Low Income,Undergraduate,Student,Married,8,23,2024-07-03,20,18180,83,33,Food & Beverages,32,36,4735.13
6db23aac,Dev Wason,20,Other,Uttar Pradesh,Varanasi,1224536,High Income,Others,Homemaker,Divorced,6,88,2024-03-29,412,163564,195,41,Education,14,4,58648.83
