Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value,Income_Norm,Spending_Score_Norm,Recency_Norm,Frequency_Norm
412ff27b,Isha Sharma,66,Other,Gujarat,Vadodara,236761,Low Income,Undergraduate,Homemaker,Divorced,7,98,5/8/2024,285,260490,307,23,Clothing,88,60,52128.18,-0.778261103,1.655096239,1.156047261,-0.196892345
96853dbc,Omya Halder,28,Female,Delhi NCR,Gurugram,224253,Low Income,Diploma,Business Owner,Single,1,44,12/10/2023,126,73710,263,27,Technology,116,60,18883.66,-0.787060621,-0.219737452,0.744082771,0.081479414
e212c9a7,Chaitaly Chhabra,50,Female,Uttar Pradesh,Varanasi,3005869,High Income,Postgraduate,Student,Single,8,44,4/8/2024,136,124712,40,12,Food & Beverages,1,83,21100.86,1.169837411,-0.219737452,-1.343828166,-0.962414682
640a4e76,Keya Ben,45,Female,Uttar Pradesh,Agra,217251,Low Income,Undergraduate,Homemaker,Single,4,73,12/31/2023,409,368509,219,35,Travel,13,96,64863.66,-0.791986607,0.787117678,0.332118281,0.638222932
cba54165,Mugdha Rao,42,Male,Maharashtra,Pune,4742433,High Income,Undergraduate,Business Owner,Single,7,49,3/16/2024,224,45472,353,20,Travel,51,53,7467.73,2.391529649,-0.04614174,1.586737409,-0.405671164
0a3bde7d,Yagnesh Keer,47,Other,Uttar Pradesh,Kanpur,287261,Low Income,Undergraduate,IT Professional,Single,2,22,6/17/2024,359,110213,105,32,Food & Beverages,50,96,37227.75,-0.742733787,-0.983558586,-0.73524426,0.429444112
d430f19f,Bakhshi Minhas,62,Male,West Bengal,Kolkata,428575,Middle Income,Others,Student,Single,5,64,5/22/2024,337,47517,104,50,Education,58,106,10544.85,-0.643317804,0.474645396,-0.74460709,1.682117027
2ecbe1c2,Ayushman Handa,49,Male,Maharashtra,Nagpur,680233,Middle Income,Diploma,Business Owner,Divorced,6,92,3/24/2024,353,261573,353,14,Education,54,45,105137.71,-0.46627358,1.446781384,1.586737409,-0.823228802
e3474462,Ati Dewan,56,Other,Maharashtra,Nagpur,294418,Low Income,Others,Homemaker,Single,5,55,10/7/2024,87,74733,161,21,Education,69,13,25368.94,-0.737698757,0.162173114,-0.210925819,-0.336078224
3697f7cc,Aarna Kashyap,53,Other,Uttar Pradesh,Varanasi,1264174,High Income,Postgraduate,Business Owner,Single,3,95,12/25/2023,190,181260,246,15,Technology,9,118,80828.5,-0.055464542,1.550938811,0.584914673,-0.753635863
fb7c64b1,Ekavir Ram,26,Other,West Bengal,Durgapur,4636350,High Income,Undergraduate,Business Owner,Single,3,65,1/23/2024,439,389832,321,48,Clothing,57,113,104202.01,2.31689907,0.509364539,1.287126871,1.542931148
6120061b,Isaac Tandon,22,Other,Punjab,Amritsar,265617,Low Income,Postgraduate,Homemaker,Divorced,6,16,2/24/2024,11,7326,161,21,Clothing,10,106,2647.75,-0.757960584,-1.19187344,-0.210925819,-0.336078224
7bc48c06,Henry Mall,25,Other,Karnataka,Bengaluru,2072560,High Income,Others,IT Professional,Married,2,37,4/28/2024,479,95800,239,17,Education,105,19,21340.95,0.513244069,-0.462771449,0.519374868,-0.614449983
8ac71e5a,Gaurav Warrior,42,Female,Gujarat,Vadodara,2834850,High Income,Others,Student,Divorced,6,95,8/17/2024,233,90171,89,35,Clothing,9,55,22355.92,1.049523628,1.550938811,-0.885049529,0.638222932
78c5c38e,Lipika Warrior,43,Other,Tamil Nadu,Madurai,1700443,High Income,Undergraduate,Government Employee,Divorced,7,65,1/14/2024,437,314203,182,48,Electronics,25,7,49134.02,0.251455589,0.509364539,-0.014306403,1.542931148
5f077505,Onveer Rau,70,Female,Delhi NCR,Gurugram,4312288,High Income,Others,Student,Divorced,6,79,6/14/2024,281,210750,311,6,Technology,30,8,29487.39,2.08891782,0.995432533,1.193498578,-1.37997232
ace2ba26,Aayush Sekhon,23,Other,Delhi NCR,New Delhi,1021822,Middle Income,Others,Government Employee,Divorced,5,97,11/24/2023,398,341484,13,25,Luxury Goods,79,29,132677.45,-0.22596189,1.620377096,-1.596624557,-0.057706466
983f554e,Maanas Dara,64,Other,Gujarat,Rajkot,484023,Middle Income,Diploma,Student,Married,1,38,9/30/2024,383,356956,352,9,Luxury Goods,56,30,58536.26,-0.604309515,-0.428052307,1.57737458,-1.171193501
013b26dd,Watika Gupta,54,Male,Maharashtra,Pune,730884,Middle Income,Diploma,Student,Single,6,13,1/26/2024,437,270503,162,46,Groceries,62,4,132274.84,-0.430640034,-1.296030868,-0.201562989,1.403745268
2907dd69,Hritik Oommen,30,Other,Karnataka,Hubli-Dharwad,4599268,High Income,Others,Homemaker,Divorced,6,39,1/2/2024,184,105248,55,9,Education,21,93,36544.27,2.290811467,-0.393333165,-1.203385726,-1.171193501
6bcab364,Ekanta Sastry,45,Female,Rajasthan,Jodhpur,621603,Middle Income,Undergraduate,IT Professional,Single,8,63,6/7/2024,179,85383,139,39,Electronics,15,88,26836.99,-0.507520443,0.439926254,-0.416908064,0.91659469
ddc9a5ba,Champak Issac,29,Male,Kerala,Thiruvananthapuram,4770009,High Income,Others,Government Employee,Divorced,1,1,10/1/2024,171,142785,333,11,Food & Beverages,17,49,42423.72,2.410929674,-1.712660577,1.399480823,-1.032007622
93d51500,Wazir Narain,32,Other,Gujarat,Ahmedabad,139615,Low Income,Diploma,Student,Single,1,7,12/14/2023,497,150094,54,21,Electronics,93,46,53607.61,-0.846604403,-1.504345722,-1.212748555,-0.336078224
0cd1c455,Orinder Rajagopalan,38,Other,Kerala,Thrissur,527295,Middle Income,Postgraduate,Government Employee,Single,2,38,5/7/2024,158,149152,196,46,Electronics,11,35,39570.92,-0.573867178,-0.428052307,0.116773207,1.403745268
f866632b,Warinder Shere,22,Other,Rajasthan,Kota,209458,Low Income,Postgraduate,Student,Married,5,11,12/14/2023,195,88530,341,3,Luxury Goods,25,62,36184.21,-0.797469069,-1.365469153,1.474383458,-1.588751139
18d3894d,Gabriel Pandey,59,Other,West Bengal,Howrah,2651649,High Income,Others,Government Employee,Married,5,97,2/29/2024,139,40310,0,5,Technology,25,33,6685.91,0.920639671,1.620377096,-1.718341338,-1.44956526
39465f20,Ekani Wali,62,Female,Delhi NCR,New Delhi,4109673,High Income,Undergraduate,Homemaker,Single,6,34,4/27/2024,256,60672,178,41,Education,50,70,19336.58,1.946375897,-0.566928877,-0.05175772,1.05578057
a5c34a7f,Hema Dhar,48,Male,Delhi NCR,Ghaziabad,269454,Low Income,Postgraduate,Homemaker,Divorced,7,95,11/1/2024,8,3928,20,11,Education,45,33,665.44,-0.755261211,1.550938811,-1.531084752,-1.032007622
085e2513,Urishilla Mann,22,Female,Uttar Pradesh,Varanasi,861152,Middle Income,Undergraduate,Business Owner,Divorced,8,75,9/4/2024,147,18963,44,44,Technology,58,96,7319.35,-0.338995036,0.856555963,-1.306376848,1.264559389
41ea8f74,Hiral Goel,27,Female,Uttar Pradesh,Kanpur,831399,Middle Income,Diploma,IT Professional,Divorced,8,94,9/8/2024,2,274,364,22,Electronics,28,75,48.43,-0.359926605,1.516219669,1.689728532,-0.266485285
729110b5,Bakhshi Chauhan,52,Male,Uttar Pradesh,Lucknow,1042979,Middle Income,Others,Student,Single,5,70,7/27/2024,40,15160,334,33,Entertainment,79,49,3434.54,-0.211077704,0.682960251,1.408843652,0.499037052
ff31e917,Lopa Dhawan,68,Female,Gujarat,Ahmedabad,2533819,High Income,Postgraduate,Homemaker,Married,6,58,1/29/2024,286,86372,75,50,Luxury Goods,43,107,29666.51,0.837744946,0.266330542,-1.01612914,1.682117027
410f942f,Nikita Goda,22,Male,Karnataka,Bengaluru,176363,Low Income,Diploma,Business Owner,Single,6,97,8/29/2024,463,66209,327,46,Education,19,102,22018.91,-0.820751773,1.620377096,1.343303847,1.403745268
b5927e78,Nachiket Desai,21,Other,Punjab,Patiala,296536,Low Income,Postgraduate,Student,Single,8,11,7/21/2024,27,15741,204,50,Luxury Goods,31,109,5109.56,-0.73620872,-1.365469153,0.191675842,1.682117027
28b0b7a4,Farhan Basu,24,Female,Punjab,Patiala,2773661,High Income,Others,Student,Divorced,5,44,3/8/2024,167,79659,344,14,Luxury Goods,43,99,35449.38,1.006476481,-0.219737452,1.502471946,-0.823228802
1944e7e7,Vrishti Lall,50,Other,Delhi NCR,Gurugram,189955,Low Income,Undergraduate,Government Employee,Married,3,57,11/25/2023,349,323523,69,44,Clothing,52,103,117703.23,-0.811189649,0.231611399,-1.072306116,1.264559389
dfbbfa51,Saksham Bassi,51,Male,Karnataka,Mysuru,231757,Low Income,Others,IT Professional,Divorced,1,19,5/11/2024,366,207522,221,2,Food & Beverages,60,78,68897.77,-0.781781473,-1.087716013,0.35084394,-1.658344079
bf38fc50,Mitali Tak,22,Other,Gujarat,Surat,597890,Middle Income,Postgraduate,Student,Single,6,76,1/26/2024,137,61650,81,34,Luxury Goods,27,16,18815.05,-0.524202804,0.891275105,-0.959952164,0.568629992
2fb1ce28,Christopher Narang,38,Male,Kerala,Thiruvananthapuram,4306756,High Income,Others,Government Employee,Divorced,7,96,12/3/2023,62,49166,246,11,Groceries,55,81,5649.66,2.085025996,1.585657954,0.584914673,-1.032007622
158e80f0,Yasti Dhingra,54,Male,Tamil Nadu,Madurai,278052,Low Income,Others,Student,Married,2,36,5/3/2024,360,210600,110,32,Healthcare,55,60,42049.65,-0.749212422,-0.497490592,-0.688430114,0.429444112
9dbab2dd,Daksha More,20,Other,Karnataka,Bengaluru,282362,Low Income,Undergraduate,Homemaker,Married,7,73,4/3/2024,409,233130,187,41,Groceries,32,113,31607.4,-0.746180288,0.787117678,0.032507743,1.05578057
1205753c,Abeer Prabhakar,60,Female,Kerala,Thrissur,1930140,High Income,Undergraduate,Student,Divorced,1,74,3/6/2024,96,31008,146,20,Education,108,55,10774.31,0.413050003,0.82183682,-0.351368258,-0.405671164
d7fd9383,Widisha Sarkar,34,Male,Karnataka,Bengaluru,159501,Low Income,Others,IT Professional,Married,3,81,8/9/2024,318,174582,326,45,Technology,17,53,47541.47,-0.832614379,1.064870817,1.333941018,1.334152329
e276efd0,Zarna Dutta,61,Male,Punjab,Amritsar,136289,Low Income,Diploma,Homemaker,Married,2,61,7/25/2024,322,166474,52,1,Luxury Goods,20,91,50627.53,-0.848944281,0.370487969,-1.231474214,-1.727937019
d03456bb,Peter Rege,36,Female,Karnataka,Mysuru,594192,Middle Income,Postgraduate,Government Employee,Single,6,22,1/29/2024,25,24525,278,13,Electronics,12,116,10741.97,-0.526804388,-0.983558586,0.884525211,-0.892821742
087af64f,Faraj Chaudry,50,Female,Karnataka,Mysuru,266616,Low Income,Diploma,Government Employee,Married,7,8,1/27/2024,292,101616,359,47,Luxury Goods,63,78,21616.59,-0.757257776,-1.46962658,1.642914385,1.473338208
b5d46d98,Anya Setty,63,Female,Karnataka,Mysuru,239599,Low Income,Postgraduate,Homemaker,Divorced,6,31,1/16/2024,217,66836,178,21,Food & Beverages,76,84,32746.87,-0.776264538,-0.671086304,-0.05175772,-0.336078224
1810d147,Isha Narayanan,18,Other,West Bengal,Siliguri,2838785,High Income,Diploma,Business Owner,Divorced,3,100,10/20/2024,285,127680,286,8,Entertainment,19,44,12986.86,1.052291945,1.724534524,0.959427845,-1.240786441
0bc3f39e,Rushil Setty,21,Male,West Bengal,Siliguri,210492,Low Income,Undergraduate,Student,Divorced,3,50,8/8/2024,3,1632,293,39,Clothing,0,39,176.01,-0.796741639,-0.011422598,1.024967651,0.91659469
973035c2,Yash Menon,60,Female,Karnataka,Mysuru,1459095,High Income,Diploma,Business Owner,Divorced,8,43,9/6/2024,252,127764,213,32,Clothing,113,44,40660.18,0.081664566,-0.254456595,0.275941306,0.429444112
64fe51c7,Gavin Iyer,21,Female,Rajasthan,Jaipur,859339,Middle Income,Postgraduate,Homemaker,Divorced,8,52,8/5/2024,21,10542,342,7,Education,32,31,3862.11,-0.340270502,0.058015687,1.483746287,-1.31037938
2314df6e,Dev Ramachandran,51,Other,West Bengal,Siliguri,236773,Low Income,Postgraduate,Business Owner,Married,4,75,6/12/2024,206,130810,222,39,Education,95,9,40818.64,-0.778252661,0.856555963,0.360206769,0.91659469
9b987554,Owen Khanna,31,Female,Maharashtra,Nashik,562677,Middle Income,Postgraduate,Student,Single,4,78,5/9/2024,1,221,233,34,Clothing,19,49,100.33,-0.548975544,0.96071339,0.463197892,0.568629992
9843c0c4,Turvi Deshpande,49,Female,Rajasthan,Kota,188341,Low Income,Others,Student,Married,6,37,8/8/2024,444,333000,267,9,Electronics,52,90,35950.79,-0.812325116,-0.462771449,0.781534088,-1.171193501
ed467206,Shivansh Bath,26,Male,Maharashtra,Pune,260926,Low Income,Others,IT Professional,Divorced,4,51,12/30/2023,51,19584,269,23,Luxury Goods,79,10,9633.57,-0.761260755,0.023296545,0.800259747,-0.196892345
2ab117a2,Liam Cherian,27,Male,West Bengal,Howrah,220598,Low Income,Others,Homemaker,Single,5,90,1/15/2024,138,118956,180,38,Education,117,79,53345.34,-0.789631955,1.377343099,-0.033032062,0.847001751
3cd83714,Omisha Mander,68,Female,Tamil Nadu,Trichy,533939,Middle Income,Undergraduate,Student,Married,2,54,1/17/2024,65,60905,52,35,Education,99,116,17766.37,-0.569193049,0.127453972,-1.231474214,0.638222932
c346bd03,Jack Venkatesh,49,Male,Kerala,Thiruvananthapuram,600068,Middle Income,Postgraduate,Student,Married,5,45,2/7/2024,116,41180,275,13,Travel,109,99,13347.21,-0.522670556,-0.18501831,0.856436723,-0.892821742
51aa2aa7,Lekha Menon,27,Female,Karnataka,Mangaluru,961604,Middle Income,Postgraduate,IT Professional,Married,3,83,7/7/2024,176,134992,331,1,Groceries,32,50,58398.18,-0.268325928,1.134309102,1.380755164,-1.727937019
716e4f62,Tarak Krishnamurthy,24,Female,Rajasthan,Jodhpur,226301,Low Income,Postgraduate,Homemaker,Married,6,45,8/25/2024,196,50176,218,9,Clothing,118,40,14417.2,-0.78561983,-0.18501831,0.322755452,-1.171193501
83ee3434,Kala Nagar,33,Male,Karnataka,Bengaluru,229059,Low Income,Undergraduate,IT Professional,Divorced,5,17,9/20/2024,429,277563,235,36,Electronics,33,44,79254.58,-0.783679546,-1.157154298,0.48192355,0.707815871
7fcf45ad,Maanav Padmanabhan,32,Female,Karnataka,Mangaluru,1724819,High Income,Undergraduate,IT Professional,Divorced,7,1,7/19/2024,85,47090,123,25,Healthcare,21,72,20527.22,0.268604378,-1.712660577,-0.566713333,-0.057706466
0666d6a4,Farhan Dua,43,Female,Delhi NCR,Noida,132742,Low Income,Postgraduate,Student,Single,7,39,9/2/2024,245,218050,225,43,Technology,75,70,24585.75,-0.851439635,-0.393333165,0.388295257,1.194966449
2d52d180,Divya Dave,27,Male,Maharashtra,Pune,1526870,High Income,Others,Homemaker,Divorced,1,62,9/28/2024,107,68480,246,23,Clothing,116,93,23177.97,0.129345038,0.405207111,0.584914673,-0.196892345
7e000635,Xiti Shetty,49,Female,Delhi NCR,Ghaziabad,216585,Low Income,Diploma,Business Owner,Single,1,18,8/10/2024,482,196174,167,31,Luxury Goods,24,35,67776.94,-0.792455145,-1.122435156,-0.154748843,0.359851173
432847fd,Anita Virk,18,Male,Kerala,Thiruvananthapuram,1062648,Middle Income,Diploma,IT Professional,Divorced,1,68,10/9/2024,352,132704,364,6,Travel,56,94,15757.72,-0.197240342,0.613521966,1.689728532,-1.37997232
bef1feef,Prisha Tara,44,Male,Rajasthan,Kota,606980,Middle Income,Diploma,Government Employee,Single,7,47,6/25/2024,458,103508,139,11,Electronics,118,84,17883.05,-0.517807887,-0.115580025,-0.416908064,-1.032007622
7d753de2,Harrison Kapoor,58,Male,Delhi NCR,New Delhi,4420677,High Income,Postgraduate,Student,Single,5,87,10/26/2024,488,445544,285,30,Groceries,36,88,212564.44,2.165170697,1.273185672,0.950065016,0.290258233
f5de44ba,Yoshita Ganesh,43,Other,Kerala,Thiruvananthapuram,987195,Middle Income,Diploma,Homemaker,Single,2,10,6/26/2024,365,196735,214,50,Travel,103,117,29546.39,-0.250322373,-1.400188295,0.285304135,1.682117027
1224109a,Onkar Varghese,40,Female,Punjab,Chandigarh,517745,Middle Income,Postgraduate,Student,Divorced,5,31,8/5/2024,470,423470,332,38,Travel,5,24,176070.29,-0.58058571,-0.671086304,1.390117994,0.847001751
750804b6,Nitesh Sanghvi,68,Female,Tamil Nadu,Chennai,3511098,High Income,Undergraduate,Student,Married,3,55,9/27/2024,485,252685,304,5,Technology,114,105,58920.75,1.525271676,0.162173114,1.127958773,-1.44956526
b3ef936c,Max Doshi,62,Other,Tamil Nadu,Coimbatore,3528728,High Income,Others,IT Professional,Divorced,3,91,6/3/2024,462,166782,125,24,Education,17,86,18472.46,1.537674578,1.412062242,-0.547987674,-0.127299405
1a30856a,Tristan Joshi,52,Other,Punjab,Chandigarh,303847,Middle Income,Others,Government Employee,Divorced,7,44,12/20/2023,121,101519,189,27,Clothing,16,81,43330.54,-0.73106535,-0.219737452,0.051233402,0.081479414
9e8e3c52,Chaaya Bali,33,Male,Gujarat,Vadodara,162387,Low Income,Undergraduate,IT Professional,Single,7,12,3/4/2024,86,84796,260,27,Clothing,77,11,29948.3,-0.830584046,-1.33075001,0.715994283,0.081479414
719f0fb0,Peter Sarkar,27,Other,Gujarat,Surat,473237,Middle Income,Others,Business Owner,Divorced,6,39,10/3/2024,435,67425,90,12,Healthcare,94,107,22534.95,-0.611897587,-0.393333165,-0.8756867,-0.962414682
b5e64f42,Ekiya Sanghvi,62,Male,Rajasthan,Kota,1168126,Middle Income,Postgraduate,Student,Married,4,62,3/24/2024,157,73319,71,14,Entertainment,118,93,8896.38,-0.123035387,0.405207111,-1.053580457,-0.823228802
1a85174d,Ati Chaudry,44,Male,Karnataka,Mangaluru,4585390,High Income,Postgraduate,Homemaker,Married,5,57,8/30/2024,217,147560,313,33,Education,41,64,26337.82,2.281048138,0.231611399,1.212224237,0.499037052
7331f0fd,Waida Dara,26,Female,Uttar Pradesh,Agra,289230,Low Income,Diploma,Student,Divorced,6,23,10/25/2024,196,164444,80,42,Food & Beverages,59,103,17065.32,-0.741348573,-0.948839443,-0.969314993,1.12537351
4e537b46,Zashil Purohit,44,Other,Delhi NCR,Noida,1277881,High Income,Others,Homemaker,Married,3,80,2/25/2024,484,285076,196,27,Groceries,2,118,33970.37,-0.045821514,1.030151675,0.116773207,0.081479414
6cdc228d,Faqid Golla,67,Female,Karnataka,Mangaluru,238989,Low Income,Others,Student,Divorced,5,74,12/23/2023,280,253960,167,22,Technology,83,81,75774.23,-0.77669368,0.82183682,-0.154748843,-0.266485285
239148bb,Naveen Acharya,61,Other,Kerala,Thrissur,710426,Middle Income,Others,Business Owner,Divorced,1,16,12/21/2023,422,383176,73,48,Electronics,55,62,43106.98,-0.445032467,-1.19187344,-1.034854798,1.542931148
ad58059e,Kai Chaudhuri,39,Male,Punjab,Patiala,581591,Middle Income,Diploma,Business Owner,Divorced,6,92,5/25/2024,286,70928,329,3,Groceries,36,73,25643.56,-0.535669333,1.446781384,1.362029506,-1.588751139
91e47e23,Qarin Nagarajan,34,Other,Karnataka,Hubli-Dharwad,1975497,High Income,Others,Business Owner,Single,7,51,10/29/2024,408,42432,329,4,Groceries,4,49,13915.07,0.444959161,0.023296545,1.362029506,-1.5191582
449ed83f,Thomas Shan,51,Female,Punjab,Ludhiana,387726,Middle Income,Others,Homemaker,Single,7,84,8/25/2024,186,174840,361,38,Education,11,88,50981.37,-0.672055533,1.169028245,1.661640044,0.847001751
66ca57d7,Veda Gokhale,28,Female,West Bengal,Howrah,3374385,High Income,Postgraduate,Homemaker,Married,4,84,6/26/2024,444,252192,30,10,Food & Beverages,86,77,123806.04,1.429092548,1.169028245,-1.437456459,-1.101600561
1ce60f20,Utkarsh Ramachandran,18,Female,Tamil Nadu,Madurai,2255657,High Income,Diploma,Government Employee,Divorced,5,13,4/5/2024,140,37940,70,22,Clothing,58,114,15624.77,0.642054861,-1.296030868,-1.062943286,-0.266485285
3c1b481d,Omisha Chokshi,40,Female,West Bengal,Siliguri,272663,Low Income,Diploma,IT Professional,Single,8,88,4/15/2024,403,395746,313,43,Electronics,66,107,50487.96,-0.753003644,1.307904814,1.212224237,1.194966449
b9de3751,Logan Sane,70,Other,Karnataka,Hubli-Dharwad,134359,Low Income,Postgraduate,Homemaker,Divorced,8,17,9/10/2024,477,76797,302,19,Groceries,2,23,31794.78,-0.850302058,-1.157154298,1.109233114,-0.475264104
feaacfbd,Jagat Behl,24,Male,Karnataka,Hubli-Dharwad,194517,Low Income,Postgraduate,Student,Divorced,2,49,11/2/2024,443,219728,186,28,Food & Beverages,0,80,60374.54,-0.80798023,-0.04614174,0.023144914,0.151072354
4f331573,Akshay Prabhakar,65,Female,Delhi NCR,New Delhi,516846,Middle Income,Diploma,Homemaker,Married,2,28,6/20/2024,211,176607,23,41,Luxury Goods,84,76,51153.53,-0.581218166,-0.775243731,-1.502996264,1.05578057
98c5e009,Tristan Wadhwa,52,Female,West Bengal,Kolkata,259159,Low Income,Postgraduate,Student,Divorced,5,20,12/5/2023,301,106253,241,46,Clothing,34,70,17080.6,-0.762503859,-1.052996871,0.538100526,1.403745268
996d10bb,Chatura Dugal,43,Other,Tamil Nadu,Madurai,306962,Middle Income,Undergraduate,IT Professional,Single,8,97,4/3/2024,377,341562,79,42,Clothing,12,29,35175.2,-0.728873913,1.620377096,-0.978677822,1.12537351
feeb26c9,Sneha Palla,24,Other,Uttar Pradesh,Lucknow,370383,Middle Income,Others,IT Professional,Married,7,57,8/2/2024,155,124000,48,33,Technology,8,77,31232.26,-0.684256528,0.231611399,-1.268925531,0.499037052
fae17879,Sai Singhal,21,Other,Gujarat,Surat,4357818,High Income,Undergraduate,IT Professional,Divorced,8,70,5/27/2024,393,264096,353,43,Clothing,12,116,78815.67,2.120948686,0.682960251,1.586737409,1.194966449
f25e78a6,Kamya Aggarwal,63,Female,Gujarat,Vadodara,3892874,High Income,Diploma,Student,Single,6,9,8/2/2024,370,128760,35,34,Electronics,42,80,45729.36,1.793855371,-1.434907437,-1.390642312,0.568629992
434e3b2a,Warhi Ray,37,Female,Maharashtra,Mumbai,176674,Low Income,Postgraduate,Government Employee,Single,3,85,6/15/2024,381,207645,253,30,Education,14,85,102547.64,-0.820532981,1.203747387,0.650454478,0.290258233
3c90986c,Jagvi Wali,50,Female,West Bengal,Durgapur,4355958,High Income,Others,Government Employee,Single,5,2,2/10/2024,426,323334,213,38,Electronics,115,97,35990.53,2.119640155,-1.677941434,0.275941306,0.847001751
2041d61a,Om Salvi,55,Female,Uttar Pradesh,Kanpur,233125,Low Income,Others,Business Owner,Married,8,66,1/17/2024,412,406232,254,24,Food & Beverages,45,49,42234.77,-0.78081907,0.544083681,0.659817307,-0.127299405
27b601c3,Upma Bora,41,Female,Kerala,Kochi,2089962,High Income,Others,Student,Married,5,76,1/28/2024,297,39204,234,3,Education,89,53,4238.82,0.525486571,0.891275105,0.472560721,-1.588751139
725075ca,Xalak Wable,55,Male,Maharashtra,Mumbai,482903,Middle Income,Diploma,Business Owner,Married,1,60,4/23/2024,2,1128,207,26,Entertainment,79,27,245.52,-0.605097447,0.335768826,0.21976433,0.011886474
112d7167,Osha Naidu,26,Male,Tamil Nadu,Coimbatore,499038,Middle Income,Diploma,Homemaker,Divorced,2,26,8/6/2024,296,37000,362,8,Food & Beverages,100,116,16260.75,-0.593746294,-0.844682016,1.671002873,-1.240786441
702e06d3,Henry Sachar,65,Male,Karnataka,Hubli-Dharwad,3289839,High Income,Undergraduate,Student,Married,6,77,7/10/2024,315,262710,233,50,Technology,87,30,38853.65,1.369613489,0.925994248,0.463197892,1.682117027
fd7b517a,Balhaar Sinha,41,Female,Maharashtra,Nagpur,280986,Low Income,Undergraduate,Government Employee,Divorced,3,22,6/2/2024,468,391716,106,2,Electronics,87,45,183090.28,-0.74714832,-0.983558586,-0.725881431,-1.658344079
f5396abf,Upma Gade,66,Other,Kerala,Thiruvananthapuram,1432570,High Income,Others,Homemaker,Married,6,13,8/10/2024,288,275328,213,15,Groceries,9,98,121904.26,0.063003931,-1.296030868,0.275941306,-0.753635863
a495b48c,Hitesh Deol,50,Other,Uttar Pradesh,Kanpur,163483,Low Income,Undergraduate,Student,Divorced,3,20,3/9/2024,50,34950,166,25,Groceries,24,4,13610.48,-0.829812997,-1.052996871,-0.164111672,-0.057706466
2c8212fc,Harinakshi Puri,43,Male,Punjab,Amritsar,217285,Low Income,Diploma,IT Professional,Married,2,88,2/21/2024,211,128921,333,16,Luxury Goods,99,91,48000.95,-0.791962687,1.307904814,1.399480823,-0.684042923
76dcb212,Faqid Chaudhary,64,Male,Karnataka,Bengaluru,446442,Middle Income,Postgraduate,Government Employee,Divorced,1,88,4/17/2024,302,67346,277,39,Education,119,47,24139.93,-0.630748169,1.307904814,0.875162382,0.91659469
e38b3126,Daksh Majumdar,40,Female,Maharashtra,Nashik,959603,Middle Income,Diploma,IT Professional,Single,1,8,10/27/2024,453,252321,296,18,Groceries,119,116,37608.83,-0.269733654,-1.46962658,1.053056139,-0.544857044
b90a5fe0,Yashica Bir,44,Female,Karnataka,Mysuru,934904,Middle Income,Diploma,Homemaker,Divorced,6,17,1/23/2024,47,37835,282,10,Groceries,4,79,6964.22,-0.287109678,-1.157154298,0.921976528,-1.101600561
053ea343,Mitesh Sachdeva,43,Male,West Bengal,Durgapur,148001,Low Income,Others,Homemaker,Single,4,61,6/30/2024,286,109538,295,2,Healthcare,93,49,12601.66,-0.840704758,0.370487969,1.043693309,-1.658344079
21ae1f83,Charita Goyal,61,Other,Punjab,Ludhiana,189863,Low Income,Others,Business Owner,Married,3,58,3/17/2024,166,129480,213,22,Luxury Goods,47,11,58407.75,-0.811254372,0.266330542,0.275941306,-0.266485285
f3e4106a,Chaman Char,58,Other,Maharashtra,Nagpur,857006,Middle Income,Postgraduate,Business Owner,Married,6,70,4/22/2024,58,51678,132,11,Technology,72,72,7391.87,-0.341911794,0.682960251,-0.482447869,-1.032007622
4cf5b3e7,Adya Pandya,32,Other,Kerala,Kozhikode,206402,Low Income,Undergraduate,Homemaker,Single,7,57,4/3/2024,112,99232,102,10,Clothing,59,22,25509.76,-0.799619,0.231611399,-0.763332748,-1.101600561
505decd1,Hredhaan Majumdar,54,Male,Punjab,Ludhiana,829701,Middle Income,Others,Business Owner,Divorced,6,81,12/7/2023,283,125652,139,49,Technology,91,18,44529.59,-0.361121167,1.064870817,-0.416908064,1.612524087
19266afa,Harrison Karan,68,Other,Rajasthan,Udaipur,154596,Low Income,Diploma,Government Employee,Single,4,57,6/24/2024,492,481668,273,13,Electronics,44,91,230005.72,-0.836065101,0.231611399,0.837711064,-0.892821742
db7558f8,Advaith Chhabra,70,Female,West Bengal,Siliguri,585875,Middle Income,Others,Student,Married,5,60,8/26/2024,491,183143,134,36,Luxury Goods,56,67,77756.95,-0.532655491,0.335768826,-0.46372221,0.707815871
d7839d0b,Samaksh Padmanabhan,58,Female,Maharashtra,Pune,3688120,High Income,Others,Student,Divorced,1,65,11/3/2024,447,148851,151,50,Clothing,71,35,36527.16,1.649808637,0.509364539,-0.304554112,1.682117027
a58207c5,Bimala Pillay,43,Male,Gujarat,Vadodara,3062902,High Income,Undergraduate,Business Owner,Single,7,15,10/10/2024,117,98046,317,22,Luxury Goods,113,50,19569.23,1.209960766,-1.226592583,1.249675554,-0.266485285
