Customer_ID,Name,Age,Gender,State,City,Income,Income_Group,Education,Profession,Marital_Status,Family_Size,Spending_Score,Last_Purchase_Date,Total_Transactions,Total_Spent,Recency,Frequency,Preferred_Category,Mobile_App_Usage (mins/day),Website_Activity (mins/day),Customer_Lifetime_Value,Income_Norm,Spending_Score_Norm,Recency_Norm,Frequency_Norm,Cluster
19183a37,Wridesh Suri,35,Other,Uttar Pradesh,Varanasi,224035,Low Income,Undergraduate,Government Employee,Single,5,49,2024-09-25,316,87216,174,2,Food & Beverages,93,120,18750.15,-0.7872139865855478,-0.0461417402879002,-0.0892090376962683,-1.6583440789999628,2
3efca9be,Hamsini Tiwari,44,Other,Uttar Pradesh,Agra,279795,Low Income,Others,Business Owner,Divorced,2,55,2023-11-22,53,38743,239,13,Clothing,67,104,15512.53,-0.7479862016217819,0.1621731142850126,0.5193748676624056,-0.8928217421611436,1
897950d7,Rishi Chada,49,Female,Karnataka,Bengaluru,267839,Low Income,Others,IT Professional,Single,4,70,2024-04-09,175,84350,132,32,Food & Beverages,63,96,37163.08,-0.756397381625849,0.6829602507172946,-0.4824478688511037,0.429444112378635,3
32abde72,Sudiksha Vala,29,Other,West Bengal,Siliguri,284739,Low Income,Undergraduate,Homemaker,Married,6,88,2024-11-12,330,66330,132,11,Entertainment,77,19,20566.34,-0.7445080422089257,1.307904814436033,-0.4824478688511037,-1.0320076215863834,2
475a1d71,Yoshita Dewan,58,Female,West Bengal,Siliguri,2821832,High Income,Others,IT Professional,Married,8,35,2024-05-26,37,32486,101,24,Travel,52,116,10108.51,1.0403653192881233,-0.5322097342913634,-0.7726955775606251,-0.1272994053223244,4
398b39a1,Manbir Ramakrishnan,44,Female,Kerala,Kochi,1022450,Middle Income,Undergraduate,IT Professional,Divorced,6,46,2023-12-23,424,143736,285,1,Electronics,103,26,57014.52,-0.2255200853688141,-0.1502991675743566,0.9500650160700824,-1.7279370187125829,1
9432998a,Qadim Hayer,21,Male,Karnataka,Mangaluru,290899,Low Income,Others,Student,Single,4,67,2024-07-26,265,100700,163,18,Healthcare,62,84,33577.24,-0.7401744131670176,0.5788028234308382,-0.1922001601415823,-0.544857043598044,2
c23c3c0b,Pallavi Vyas,29,Male,Karnataka,Bengaluru,812979,Middle Income,Undergraduate,Business Owner,Single,8,35,2024-10-24,299,86710,277,26,Food & Beverages,0,5,39095.21,-0.3728852816411416,-0.5322097342913634,0.8751623815643995,0.0118864741029154,1
28fe5855,Ekta Bains,23,Male,Kerala,Kozhikode,249252,Low Income,Postgraduate,Homemaker,Single,2,34,2023-11-18,148,69116,331,2,Technology,23,31,9773.18,-0.7694735444508404,-0.5669288767201822,1.3807551644777594,-1.6583440789999628,1
68afeca5,Naveen Pau,64,Other,Delhi NCR,New Delhi,3227613,High Income,Others,IT Professional,Divorced,2,90,2024-06-04,71,66669,306,13,Travel,23,41,19508.64,1.3258368008229482,1.3773430992936706,1.1466844316475002,-0.8928217421611436,4
3ddeb76e,Amaira Mukhopadhyay,18,Female,Kerala,Thrissur,883022,Middle Income,Undergraduate,Business Owner,Married,6,23,2024-02-12,166,90470,171,18,Luxury Goods,117,114,44295.83,-0.3236092460920554,-0.948839443437189,-0.1172975256358994,-0.544857043598044,1
364a1298,Ekanta Goyal,56,Female,Tamil Nadu,Chennai,142711,Low Income,Others,IT Professional,Married,5,70,2024-04-19,270,72360,121,23,Groceries,58,25,25776.69,-0.8444263320732323,0.6829602507172946,-0.5854389912964177,-0.1968923450349443,2
40277953,Eshana Sabharwal,68,Female,Kerala,Thiruvananthapuram,2400720,High Income,Diploma,Homemaker,Single,7,83,2024-07-23,64,43008,85,29,Groceries,29,54,20076.24,0.7441083074218867,1.134309102291939,-0.9225008465719908,0.2206652932407752,2
ba52126a,Ishita Salvi,45,Female,Delhi NCR,Noida,133699,Low Income,Undergraduate,Business Owner,Married,4,53,2024-11-06,127,45720,360,37,Technology,109,19,20647.02,-0.8507663750806472,0.0927348294273749,1.65227721456086,0.7774088109417346,3
e84628e6,Pooja Krish,35,Female,West Bengal,Durgapur,214652,Low Income,Diploma,IT Professional,Divorced,1,18,2024-03-07,183,73017,271,43,Luxury Goods,60,63,22789.68,-0.7938150322511685,-1.122435155581283,0.8189854056851373,1.1949664492174543,1
becf5198,Umang Taneja,36,Female,Gujarat,Ahmedabad,1371130,High Income,Postgraduate,Business Owner,Single,6,76,2024-02-11,475,79800,98,14,Travel,63,70,19718.81,0.0197802026721804,0.8912751052902074,-0.8007840655002562,-0.8232288024485237,2
9025ccee,Kalpit Virk,67,Female,Kerala,Thiruvananthapuram,656133,Middle Income,Others,Government Employee,Single,8,17,2024-02-18,488,188856,338,18,Education,66,21,50293.87,-0.4832282005871031,-1.1571542980101015,1.446294969670232,-0.544857043598044,1
940f4ffe,Utkarsh Swamy,27,Other,West Bengal,Siliguri,4216197,High Income,Undergraduate,Student,Single,1,22,2024-09-14,360,164880,188,7,Healthcare,53,3,58328.69,2.021316724973225,-0.983558585866008,0.0418705726886768,-1.310379380436863,4
de2872ae,Eta Trivedi,60,Female,West Bengal,Kolkata,364812,Middle Income,Postgraduate,IT Professional,Divorced,5,2,2024-03-19,322,312984,265,35,Technology,92,63,135716.07,-0.6881757892425768,-1.6779414344423838,0.762808429805875,0.6382229315164948,1
c012b4c6,Omaja Sahota,32,Male,West Bengal,Howrah,161659,Low Income,Others,IT Professional,Single,5,22,2024-01-03,347,341795,309,9,Technology,62,17,118768.21,-0.8310962017021162,-0.983558585866008,1.1747729195871313,-1.1711935010116232,1
08341766,Timothy Dubey,26,Other,Rajasthan,Jaipur,275017,Low Income,Postgraduate,Student,Married,6,15,2024-10-10,363,164076,1,43,Food & Beverages,7,103,66900.66,-0.7513475781740931,-1.226592582867739,-1.7089785088816618,1.1949664492174543,0
c63342f9,Tanvi Ratta,46,Other,West Bengal,Howrah,139853,Low Income,Others,IT Professional,Single,8,57,2024-03-30,326,214834,55,43,Travel,113,115,89514.24,-0.8464369671059877,0.2316113991426502,-1.2033857259683018,1.1949664492174543,0
34db88ce,Dhruv Bahri,51,Female,Gujarat,Ahmedabad,4598670,High Income,Undergraduate,Government Employee,Married,6,72,2023-12-26,307,37761,176,37,Food & Beverages,38,11,5107.55,2.2903907672696096,0.7523985355749322,-0.0704833790698475,0.7774088109417346,4
10b36fc6,Charita Subramanian,27,Other,Delhi NCR,New Delhi,4018267,High Income,Postgraduate,Student,Single,4,59,2024-03-12,307,157491,222,12,Electronics,94,18,32867.62,1.8820707515536024,0.3010496840002878,0.3602067693378293,-0.9624146818737636,4
9ded33d1,Ekapad Sarin,55,Female,Tamil Nadu,Madurai,4536965,High Income,Undergraduate,Government Employee,Divorced,4,59,2024-05-21,40,9880,53,39,Entertainment,12,104,4260.93,2.2469806081736774,0.3010496840002878,-1.222111384594723,0.9165946903669744,4
1163e8dc,Zaid Bhatti,60,Female,West Bengal,Durgapur,272969,Low Income,Diploma,Student,Married,5,58,2024-07-04,442,306748,65,24,Entertainment,79,28,88383.72,-0.752788369128286,0.266330541571469,-1.1097574328361983,-0.1272994053223244,2
eed9835d,Zilmil Keer,44,Male,Delhi NCR,New Delhi,260720,Low Income,Others,Business Owner,Single,2,68,2024-07-07,253,85261,298,41,Technology,62,86,17212.13,-0.761405677916327,0.613521965859657,1.071781797141817,1.0557805697922145,3
ad22add8,Kevin Thaman,47,Male,Delhi NCR,New Delhi,3486953,High Income,Postgraduate,IT Professional,Single,8,3,2024-06-29,312,304824,257,6,Education,12,112,142882.04,1.5082853975321129,-1.643222292013565,0.6879057953001921,-1.3799723201494831,1
08b02fa5,Aryan Loke,47,Male,Kerala,Kozhikode,185930,Low Income,Undergraduate,Student,Divorced,1,1,2023-11-21,63,60102,226,45,Groceries,35,107,12005.92,-0.8140212811702733,-1.7126605768712029,0.3976580865906707,1.3341523286426942,0
f1a03129,Saanvi Bhatia,66,Male,Tamil Nadu,Trichy,268085,Low Income,Others,IT Professional,Single,7,51,2024-03-13,302,179992,101,39,Healthcare,112,100,66034.05,-0.756224317868656,0.0232965445697373,-0.7726955775606251,0.9165946903669744,0
07a42efe,Triya Chakraborty,48,Male,Karnataka,Bengaluru,234298,Low Income,Others,IT Professional,Divorced,5,19,2024-03-31,96,43200,340,30,Luxury Goods,114,119,16312.72,-0.7799938510567972,-1.087716013152464,1.4650206282966527,0.2902582329533952,1
8269e610,Lekha Raval,61,Male,Gujarat,Vadodara,3900133,High Income,Postgraduate,Student,Married,5,55,2024-05-10,220,97460,29,8,Travel,30,32,41789.5,1.7989621584956843,0.1621731142850126,-1.4468192881117714,-1.2407864407242433,4
833c000c,Harish Dada,46,Male,Delhi NCR,Noida,2193816,High Income,Undergraduate,Business Owner,Divorced,5,99,2023-12-05,203,32074,70,32,Travel,41,3,14554.69,0.598549024420757,1.68981538115304,-1.0629432862701464,0.429444112378635,2
f3dddb11,Saanvi Sarma,46,Female,Karnataka,Hubli-Dharwad,209576,Low Income,Undergraduate,Student,Divorced,8,5,2024-10-11,245,166355,170,47,Luxury Goods,34,65,48997.41,-0.797386055143494,-1.5737840071559277,-0.1266603549491097,1.473338208067934,0
c2d23e52,Lakshit Bhagat,44,Other,Tamil Nadu,Trichy,284389,Low Income,Undergraduate,Student,Divorced,8,51,2024-08-17,436,260728,352,40,Food & Beverages,63,84,107917.06,-0.7447542711317615,0.0232965445697373,1.577374580055177,0.9861876300795944,3
348c1ab0,Neelima Thaker,32,Male,Karnataka,Bengaluru,230338,Low Income,Postgraduate,IT Professional,Married,3,42,2024-01-15,455,176085,276,40,Luxury Goods,102,92,40709.05,-0.782779755440881,-0.2891757372896318,0.8657995522511891,0.9861876300795944,3
ba90926d,Ayush Seshadri,39,Female,Rajasthan,Kota,2513139,High Income,Postgraduate,Government Employee,Married,6,37,2024-01-15,358,83414,265,32,Entertainment,13,44,25440.2,0.8231963339255021,-0.4627714494337258,0.762808429805875,0.429444112378635,4
fc844552,Liam Aurora,24,Male,Delhi NCR,Noida,2778260,High Income,Postgraduate,Business Owner,Single,1,17,2024-08-02,9,3852,281,17,Technology,106,98,579.37,1.0097119289287042,-1.1571542980101015,0.912613698817241,-0.6144499833106639,1
3c50f21d,Balveer Arora,18,Female,Maharashtra,Nagpur,3160406,High Income,Postgraduate,IT Professional,Single,8,86,2024-09-20,120,16200,43,31,Electronics,89,117,3086.56,1.2785559230600392,1.2384665295783954,-1.3157396777268264,0.3598511726660151,4
2e9ad27a,Hiral Nigam,29,Male,Kerala,Thiruvananthapuram,4436615,High Income,Diploma,Student,Divorced,5,79,2024-05-16,24,11832,43,18,Groceries,105,88,2561.83,2.176383258440645,0.9954325325766638,-1.3157396777268264,-0.544857043598044,4
de211e8e,Devansh Setty,43,Other,Gujarat,Vadodara,3366836,High Income,Postgraduate,Government Employee,Married,3,70,2024-06-28,481,136604,154,19,Education,40,28,58232.88,1.4237817417485288,0.6829602507172946,-0.2764656239604756,-0.475264103885424,4
45768a6b,Chameli Acharya,33,Female,Maharashtra,Mumbai,171494,Low Income,Undergraduate,Student,Single,5,1,2024-10-04,78,16068,161,2,Clothing,15,52,4051.08,-0.8241771689704332,-1.7126605768712029,-0.210925818768003,-1.6583440789999628,1
ece0785f,Pooja Reddy,51,Other,Delhi NCR,Gurugram,203840,Low Income,Others,Business Owner,Divorced,7,13,2024-02-29,492,453624,361,22,Travel,71,9,153141.56,-0.8014213954331669,-1.296030867725377,1.6616400438740704,-0.2664852847475642,1
a49360a5,Advay Dara,45,Male,Maharashtra,Nashik,1118841,Middle Income,Diploma,Business Owner,Single,2,27,2024-04-30,131,36680,81,49,Healthcare,76,112,12560.28,-0.1577079365086572,-0.8099628737219138,-0.9599521638248324,1.612524087493174,0
7cef5806,Edhitha Majumdar,46,Female,West Bengal,Siliguri,749008,Middle Income,Diploma,Homemaker,Divorced,8,90,2024-05-29,368,347392,162,22,Education,22,11,161683.21,-0.4178895971346327,1.3773430992936706,-0.2015629894547927,-0.2664852847475642,2
fdc49d4a,Leena Ray,32,Female,Karnataka,Bengaluru,136330,Low Income,Others,IT Professional,Divorced,2,14,2023-11-22,105,10605,84,39,Clothing,42,104,1235.85,-0.8489154370921309,-1.2613117252965582,-0.9318636758852014,0.9165946903669744,0
5b070ff5,Tejas Bawa,26,Other,Gujarat,Vadodara,2629972,High Income,Postgraduate,Homemaker,Divorced,1,33,2024-06-02,269,60525,15,35,Clothing,17,102,14651.0,0.9053896589016792,-0.601648019149001,-1.5778988984967166,0.6382229315164948,0
c361134c,Hemal Pingle,33,Male,Punjab,Ludhiana,4726974,High Income,Undergraduate,Student,Single,8,17,2024-01-20,488,233752,36,48,Healthcare,119,86,44582.42,2.3806540693139246,-1.1571542980101015,-1.381279482919299,1.5429311477805538,4
348ba335,Umang Krishnamurthy,20,Other,Maharashtra,Pune,3521077,High Income,Postgraduate,Homemaker,Married,2,92,2024-04-10,360,215640,151,40,Luxury Goods,3,75,29405.4,1.5322920139973846,1.4467813841513082,-0.3045541119001067,0.9861876300795944,4
1cb93823,Pahal Tata,66,Other,Gujarat,Rajkot,1067441,Middle Income,Diploma,Student,Married,4,96,2024-05-03,415,377650,29,13,Clothing,63,0,82763.48,-0.1938684126050984,1.5856579538665834,-1.4468192881117714,-0.8928217421611436,2
c1d25573,Matthew Koshy,20,Female,Delhi NCR,Noida,974851,Middle Income,Undergraduate,Government Employee,Married,7,52,2024-10-22,277,223539,166,39,Healthcare,37,112,79841.65,-0.2590065153632597,0.0580156869985561,-0.1641116722019512,0.9165946903669744,0
aae3b04c,Ekbal Choudhry,54,Female,Tamil Nadu,Madurai,2116853,High Income,Others,Student,Divorced,8,65,2023-12-12,99,23760,143,15,Groceries,34,59,5070.24,0.5444046913116051,0.5093645385732006,-0.3794567464057897,-0.7536358627359038,2
85f96a1b,Sathvik Mane,41,Male,West Bengal,Kolkata,253556,Low Income,Diploma,Student,Divorced,4,50,2024-05-16,357,304878,213,17,Food & Beverages,34,94,100249.49,-0.7664456322111695,-0.0114225978590814,0.275941305518936,-0.6144499833106639,1
ea00b13a,Jagat Vaidya,21,Female,Rajasthan,Jodhpur,662403,Middle Income,Undergraduate,Government Employee,Divorced,6,21,2024-10-05,380,102980,194,48,Food & Beverages,113,49,30373.8,-0.4788171853123037,-1.0182777282948263,0.098047548567939,1.5429311477805538,0
d998c85d,Manbir Parmar,50,Female,Rajasthan,Kota,4178687,High Income,Undergraduate,Government Employee,Single,4,47,2024-08-28,41,30340,259,11,Food & Beverages,84,116,12015.13,1.99492801955732,-0.1155800251455378,0.7066314539266129,-1.0320076215863834,4
ea08f190,Falak Garde,27,Other,Uttar Pradesh,Lucknow,198011,Low Income,Others,Homemaker,Divorced,6,6,2024-01-19,22,4048,174,37,Technology,117,3,1511.33,-0.8055221622651934,-1.5390648647271086,-0.0892090376962683,0.7774088109417346,0
08062da7,Mekhala Shan,35,Female,West Bengal,Kolkata,734028,Middle Income,Others,Student,Married,1,24,2023-11-18,446,326026,154,18,Healthcare,69,115,75244.36,-0.4284281950320002,-0.9141203010083702,-0.2764656239604756,-0.544857043598044,1
06538516,Aditya Chaudry,67,Female,Tamil Nadu,Madurai,3917509,High Income,Undergraduate,Business Owner,Divorced,4,10,2024-08-06,340,107780,61,29,Luxury Goods,102,11,39579.84,1.811186369247664,-1.4001882950118334,-1.1472087500890398,0.2206652932407752,4
8842493a,Zaid Kale,49,Female,Gujarat,Ahmedabad,126157,Low Income,Postgraduate,Business Owner,Single,1,3,2023-11-19,273,29484,260,3,Healthcare,76,61,11677.53,-0.8560722566121522,-1.643222292013565,0.7159942832398233,-1.5887511392873428,1
3bfb3882,Hardik Bava,66,Other,Punjab,Ludhiana,2863532,High Income,Others,Student,Single,1,18,2024-11-02,297,54945,91,3,Food & Beverages,115,92,18482.56,1.0697017366659751,-1.122435155581283,-0.8663238706927288,-1.5887511392873428,4
644b27bd,Faris Bhalla,19,Female,Delhi NCR,Noida,4563811,High Income,Others,Homemaker,Married,7,5,2024-10-20,270,250290,316,11,Technology,118,56,30909.82,2.265867070066383,-1.5737840071559277,1.2403127247796035,-1.0320076215863834,4
cd16f1ac,Amaira Sodhi,20,Female,West Bengal,Siliguri,290003,Low Income,Others,Student,Divorced,5,92,2024-02-21,384,304512,168,3,Education,24,51,76958.81,-0.740804759209477,1.4467813841513082,-0.1453860135755305,-1.5887511392873428,2
321399a7,Zayan Bahl,32,Female,Rajasthan,Udaipur,780683,Middle Income,Undergraduate,Government Employee,Divorced,4,10,2024-03-25,37,27417,230,9,Groceries,112,18,10100.07,-0.3956058796180028,-1.4001882950118334,0.4351094038435122,-1.1711935010116232,1
116f8daf,Atharv Nath,45,Other,West Bengal,Kolkata,1121396,Middle Income,Undergraduate,Government Employee,Divorced,2,5,2024-07-31,288,200736,169,29,Entertainment,71,102,81089.64,-0.1559104653719566,-1.5737840071559277,-0.1360231842623201,0.2206652932407752,0
d9d9d16e,Theodore Narula,51,Other,Maharashtra,Nagpur,298659,Low Income,Others,Business Owner,Married,2,72,2024-04-07,254,48514,270,28,Education,110,37,23628.7,-0.7347151661921464,0.7523985355749322,0.8096225763719269,0.1510723535281553,3
22d01379,Peter Sampath,19,Female,West Bengal,Howrah,3481213,High Income,Diploma,Business Owner,Divorced,8,43,2024-01-10,24,17640,58,43,Travel,16,48,3108.09,1.5042472431976075,-0.254456594860813,-1.1752972380286708,1.1949664492174543,4
c4661b12,Upma Bhatt,54,Male,Gujarat,Rajkot,2989284,High Income,Postgraduate,Business Owner,Divorced,1,80,2024-09-19,143,83655,2,3,Electronics,120,116,32594.85,1.1581696781072142,1.0301516750054829,-1.6996156795684514,-1.5887511392873428,2
684bcef0,Yauvani Atwal,69,Female,Tamil Nadu,Chennai,748357,Middle Income,Others,Student,Married,4,51,2023-12-01,377,213759,209,30,Food & Beverages,72,1,32769.77,-0.4183475829311071,0.0232965445697373,0.2384899882660945,0.2902582329533952,3
7cb38392,Manan Iyer,28,Female,Rajasthan,Jaipur,261602,Low Income,Diploma,Government Employee,Married,4,5,2024-07-29,397,329907,310,7,Groceries,41,21,113418.76,-0.7607851810307811,-1.5737840071559277,1.1841357489003417,-1.310379380436863,1
a9114c66,Ikbal Bhattacharyya,43,Male,Uttar Pradesh,Agra,1448946,High Income,Others,IT Professional,Single,5,44,2024-01-01,292,115632,65,2,Luxury Goods,12,116,44548.31,0.0745246308418432,-0.2197374524319942,-1.1097574328361983,-1.6583440789999628,2
7a841bb5,Aradhana Parsa,51,Female,Tamil Nadu,Chennai,3903839,High Income,Diploma,Business Owner,Single,3,23,2024-01-02,490,144550,209,45,Travel,13,21,14577.31,1.8015693710329104,-0.948839443437189,0.2384899882660945,1.3341523286426942,4
9c460535,Jatin Master,52,Male,Maharashtra,Mumbai,244646,Low Income,Undergraduate,Government Employee,Single,2,64,2023-12-30,297,234630,117,25,Clothing,71,109,37039.87,-0.772713917075358,0.4746453961443818,-0.6228903085492592,-0.0577064656097044,2
b1f92c25,Qasim Chahal,19,Other,Karnataka,Mysuru,4355264,High Income,Postgraduate,Homemaker,Single,3,56,2024-05-10,488,183976,266,12,Clothing,26,48,66360.81,2.119151918150341,0.1968922567138314,0.7721712591190855,-0.9624146818737636,4
e0b53551,Unnati Walia,29,Male,Maharashtra,Nagpur,1578207,High Income,Postgraduate,Government Employee,Single,6,21,2024-05-26,482,70854,8,34,Groceries,76,119,12660.38,0.1654611931123119,-1.0182777282948263,-1.643438703689189,0.5686299918038749,0
394b8e5e,Jeremiah Munshi,18,Other,Karnataka,Mysuru,4045906,High Income,Postgraduate,Business Owner,Divorced,5,20,2024-10-15,392,159152,261,5,Healthcare,37,36,47317.52,1.9015150978343327,-1.0529968707236457,0.7253571125530336,-1.449565259862103,4
94a6162e,Unni Bala,69,Male,Gujarat,Rajkot,264288,Low Income,Others,Business Owner,Single,4,87,2024-05-02,485,391880,212,30,Groceries,103,3,39681.44,-0.7588955499258191,1.273185672007214,0.2665784762057256,0.2902582329533952,3
892d3bd3,Keya Brar,61,Other,Gujarat,Rajkot,4216266,High Income,Undergraduate,Business Owner,Single,1,81,2023-11-29,35,28945,169,2,Luxury Goods,110,102,4178.7,2.0213652672465843,1.0648708174343011,-0.1360231842623201,-1.6583440789999628,4
c818599c,Suhani Kapoor,46,Other,Delhi NCR,Gurugram,2796933,High Income,Diploma,Student,Divorced,6,57,2024-02-03,328,215168,153,47,Education,42,15,97053.09,1.0228485937175922,0.2316113991426502,-0.285828453273686,1.473338208067934,4
76576ee3,Sudiksha Kumar,39,Female,Tamil Nadu,Coimbatore,210694,Low Income,Undergraduate,Business Owner,Divorced,4,3,2024-03-27,411,199746,0,30,Luxury Goods,45,63,63970.37,-0.7965995296128361,-1.643222292013565,-1.7183413381948722,0.2902582329533952,0
46bc4495,Rudra Suri,51,Female,Gujarat,Ahmedabad,1291794,High Income,Diploma,Student,Single,1,70,2024-07-13,402,109344,93,43,Healthcare,69,65,28205.02,-0.0360335625337973,0.6829602507172946,-0.847598212066308,1.1949664492174543,0
0a2ae956,Oliver Rao,31,Male,West Bengal,Durgapur,2029194,High Income,Undergraduate,Homemaker,Single,8,58,2024-08-12,308,217448,67,29,Luxury Goods,17,77,42954.48,0.4827356023205946,0.266330541571469,-1.0910317742097777,0.2206652932407752,0
f1495a71,Prisha Palla,44,Male,Maharashtra,Pune,2077115,High Income,Others,IT Professional,Single,2,83,2024-03-18,70,17710,223,25,Entertainment,12,55,3073.85,0.5164485629240491,1.134309102291939,0.3695695986510396,-0.0577064656097044,3
cdb049be,Onveer Saran,50,Male,Tamil Nadu,Trichy,455581,Middle Income,Postgraduate,Government Employee,Single,1,75,2024-08-14,374,305558,148,44,Technology,46,25,59987.99,-0.6243187803943692,0.8565559628613886,-0.3326425998397378,1.264559388930074,3
593254ef,Udyati Garde,40,Other,Punjab,Ludhiana,488178,Middle Income,Postgraduate,Homemaker,Divorced,5,18,2024-06-16,345,183885,13,49,Technology,112,34,50232.18,-0.6013864255438693,-1.122435155581283,-1.5966245571231374,1.612524087493174,0
6f03b9b7,Shravya Mishra,34,Female,Maharashtra,Nashik,772532,Middle Income,Undergraduate,IT Professional,Divorced,3,27,2024-06-18,305,35990,136,28,Entertainment,120,4,6099.7,-0.401340199475242,-0.8099628737219138,-0.4449965515982622,0.1510723535281553,0
dbf6b5d1,Omaja Varughese,62,Male,Maharashtra,Mumbai,2100461,High Income,Undergraduate,Homemaker,Married,3,84,2024-03-02,61,22082,269,3,Electronics,85,120,2440.41,0.5328727355883977,1.1690282447207578,0.8002597470587166,-1.5887511392873428,2
38eb3ad6,Victor Chacko,19,Male,Delhi NCR,New Delhi,133797,Low Income,Undergraduate,Business Owner,Married,1,86,2024-09-29,496,185504,60,24,Clothing,62,72,27544.74,-0.8506974309822531,1.2384665295783954,-1.1565715794022502,-0.1272994053223244,2
463b706f,Omkaar Gopal,66,Male,Tamil Nadu,Chennai,4524329,High Income,Undergraduate,Homemaker,Married,4,23,2024-01-05,386,353962,5,27,Luxury Goods,120,113,47575.28,2.238091040548101,-0.948839443437189,-1.6715271916288204,0.0814794138155354,4
3272af1b,Hamsini Tella,34,Other,Maharashtra,Nashik,171371,Low Income,Others,IT Professional,Divorced,5,70,2024-05-04,447,82695,252,3,Technology,107,90,37638.35,-0.8242637008490298,0.6829602507172946,0.6410916487341404,-1.5887511392873428,2
68349bd3,Vivaan Garde,47,Female,Tamil Nadu,Coimbatore,325528,Middle Income,Undergraduate,Business Owner,Divorced,7,41,2024-04-26,191,97219,75,49,Groceries,66,98,37880.29,-0.7158125235416546,-0.3238948797184506,-1.0161291397040946,1.612524087493174,0
8a805e89,Gaurika Bajaj,51,Female,West Bengal,Kolkata,415032,Middle Income,Diploma,Business Owner,Married,6,36,2024-09-19,374,351560,231,4,Technology,6,68,86343.19,-0.6528454563716959,-0.4974905918625446,0.4444722331567226,-1.519158199574723,1
8a39fe31,Rudra Reddy,37,Female,Karnataka,Hubli-Dharwad,656035,Middle Income,Postgraduate,Government Employee,Married,1,80,2024-05-22,42,34608,364,30,Electronics,95,38,13711.16,-0.483297144685497,1.0301516750054829,1.6897285318137014,0.2902582329533952,3
4dfc2152,Gopal Saini,42,Male,Kerala,Kozhikode,257159,Low Income,Postgraduate,Business Owner,Married,3,10,2024-01-05,391,274482,89,15,Groceries,102,62,57995.5,-0.763910881328378,-1.4001882950118334,-0.8850495293191495,-0.7536358627359038,0
0035bb30,Ria Kaul,56,Male,Uttar Pradesh,Lucknow,1513258,High Income,Others,Student,Married,3,15,2024-06-04,13,8255,67,28,Groceries,31,47,1349.38,0.1197688436572971,-1.226592582867739,-1.0910317742097777,0.1510723535281553,0
ebb7e53d,Charita Dubey,60,Female,Maharashtra,Mumbai,4160114,High Income,Postgraduate,Business Owner,Divorced,4,70,2024-03-31,226,177636,35,27,Food & Beverages,7,54,55659.0,1.9818617058892425,0.6829602507172946,-1.3906423122325091,0.0814794138155354,4
abffe29f,Manthan Panchal,70,Other,Rajasthan,Udaipur,4718793,High Income,Diploma,Student,Married,4,83,2024-02-24,236,166380,123,38,Entertainment,86,67,76606.41,2.3748986441204423,1.134309102291939,-0.566713332669997,0.8470017506543546,4
a93d0ca5,Anjali Krishna,59,Other,Karnataka,Mysuru,3030500,High Income,Others,Student,Single,1,29,2024-02-14,329,44744,305,15,Healthcare,90,41,5824.47,1.1871655960603449,-0.7405245888642762,1.1373216023342898,-0.7536358627359038,1
cac3c6ae,Ayaan Sama,42,Other,Rajasthan,Udaipur,3153145,High Income,Diploma,Business Owner,Married,8,9,2024-05-11,184,55752,81,33,Clothing,67,62,12159.94,1.2734477281780108,-1.4349074374406523,-0.9599521638248324,0.499037052091255,4
eaa5f96c,Mitesh Kanda,39,Male,Karnataka,Bengaluru,2946715,High Income,Undergraduate,Business Owner,Married,2,48,2024-06-30,492,116604,303,33,Clothing,30,12,30888.09,1.1282219094895214,-0.080860882716719,1.118595943707869,0.499037052091255,4
8db3a648,Dalaja Dua,34,Female,West Bengal,Durgapur,591738,Middle Income,Postgraduate,Government Employee,Single,1,23,2024-06-07,338,213278,318,43,Clothing,48,72,72440.29,-0.5285308048328294,-0.948839443437189,1.2590383834060246,1.1949664492174543,1
e1931ac2,Hamsini Kumar,54,Female,Uttar Pradesh,Varanasi,1633770,High Income,Undergraduate,Business Owner,Divorced,8,16,2024-02-12,93,76260,273,18,Electronics,31,21,31039.62,0.2045503863680816,-1.1918734404389206,0.8377110643115581,-0.544857043598044,1
f69e3290,Tanmayi Sibal,53,Male,Gujarat,Ahmedabad,352521,Middle Income,Others,Business Owner,Single,8,9,2024-04-18,182,20748,308,22,Food & Beverages,57,15,5775.62,-0.6968226455013581,-1.4349074374406523,1.1654100902739208,-0.2664852847475642,1
cdb69bc3,Mahika Gopal,22,Other,Uttar Pradesh,Lucknow,196834,Low Income,Others,Government Employee,Divorced,2,31,2024-06-01,366,222528,250,40,Education,53,54,39113.67,-0.8063501949571293,-0.6710863040066386,0.6223659901077195,0.9861876300795944,0
2394f433,Neelima Sehgal,24,Female,Uttar Pradesh,Lucknow,184284,Low Income,Others,Business Owner,Single,2,94,2023-12-29,169,20449,351,18,Technology,115,5,3750.82,-0.8151792606188091,1.5162196690089458,1.5680117507419666,-0.544857043598044,3
a650fc90,Omaja Jayaraman,34,Male,Rajasthan,Jaipur,936318,Middle Income,Undergraduate,Homemaker,Divorced,8,8,2024-05-03,191,87096,291,9,Electronics,107,10,22826.63,-0.2861149127450529,-1.469626579869471,1.0062419919493446,-1.1711935010116232,1
551641ec,Jasmit Sridhar,47,Other,Maharashtra,Nagpur,218030,Low Income,Postgraduate,Business Owner,Divorced,5,95,2024-06-13,226,26216,58,25,Food & Beverages,29,17,5046.2,-0.7914385713902,1.550938811437765,-1.1752972380286708,-0.0577064656097044,2
